population,short.description,year,group,total,flag_for_publishing,total.low.CI,total.high.CI,male,male_flag_for_publishing,male.low.CI,male.high.CI,female,female_flag_for_publishing,female.low.CI,female.high.CI,estimated.number,estimated.number.low.CI,estimated.number.high.CI
adults,Family wellbeing - very high (9 or more out of 10),2021,45-54,30.3,,25.3,35.6,31.2,,24.4,38.7,29.4,,24,35.2,195000,163000,227000
adults,Family wellbeing - very high (9 or more out of 10),2021,55-64,26.6,,23,30.5,26.6,,20.5,33.4,26.6,,21.2,32.6,163000,141000,186000
adults,Family wellbeing - very high (9 or more out of 10),2021,65-74,36.4,,31.9,41.1,38.2,,31.4,45.3,34.7,,28.2,41.6,171000,150000,191000
adults,Family wellbeing - very high (9 or more out of 10),2021,75+,42.8,,37.7,48.1,41.6,,32.7,50.9,43.7,,35.9,51.8,148000,130000,165000
adults,Family wellbeing - very high (9 or more out of 10),2021,Māori,31,,26.8,35.5,31.5,,24.5,39.1,30.6,,25.2,36.5,187000,162000,213000
adults,Family wellbeing - very high (9 or more out of 10),2021,Pacific,43.9,,34,54.2,46.2,,33.8,58.9,42,,28.5,56.4,119000,92000,145000
adults,Family wellbeing - very high (9 or more out of 10),2021,Asian,41.5,,35.8,47.5,44.5,,37.4,51.7,38.4,,31.2,46,259000,223000,294000
adults,Family wellbeing - very high (9 or more out of 10),2021,European/Other,30.3,,28.3,32.5,29.5,,26.1,33.2,31.1,,28.3,34,940000,875000,1005000
adults,Family wellbeing - very high (9 or more out of 10),2021,Quintile 1,34.4,,28.3,40.8,35,,26.7,43.9,33.7,,26.1,41.9,280000,230000,329000
adults,Family wellbeing - very high (9 or more out of 10),2021,Quintile 2,32.2,,28.3,36.3,34.5,,28.3,41.1,29.9,,24.8,35.5,272000,240000,304000
adults,Family wellbeing - very high (9 or more out of 10),2021,Quintile 3,36.3,,30.9,41.9,33,,25.8,40.8,39.1,,33.2,45.4,299000,257000,340000
adults,Family wellbeing - very high (9 or more out of 10),2021,Quintile 4,31.7,,27.8,35.7,30.8,,25.7,36.4,32.4,,27.4,37.7,262000,228000,295000
adults,Family wellbeing - very high (9 or more out of 10),2021,Quintile 5,31.2,,27.5,35.1,33,,27.4,39.1,29.5,,24,35.4,248000,219000,277000
adults,Family wellbeing - very high (9 or more out of 10),2021,Non-disabled,33.9,,31.8,36,34.3,,31.2,37.5,33.5,,30.7,36.4,1270000,1190000,1350000
adults,Family wellbeing - very high (9 or more out of 10),2021,Disabled,23.9,,19.3,29,20,,14.6,26.5,27.2,,21.2,33.9,83000,66000,101000
adults,Family wellbeing - high (7 or 8 out of 10),2021,Total,50,,47.8,52.3,50.9,,47.8,53.9,49.3,,46.2,52.3,2054000,1966000,2142000
adults,Family wellbeing - high (7 or 8 out of 10),2021,15-24,48.4,,42.6,54.2,45.6,,36.5,54.8,51.3,,42,60.5,308000,272000,343000
adults,Family wellbeing - high (7 or 8 out of 10),2021,25-34,48.7,,43.6,53.8,51.9,,44.5,59.2,45.4,,37.9,53.1,361000,324000,397000
adults,Family wellbeing - high (7 or 8 out of 10),2021,35-44,51.1,,46.2,56.1,53,,45,60.8,49.4,,43.3,55.4,336000,304000,368000
adults,Family wellbeing - high (7 or 8 out of 10),2021,45-54,52.4,,46.8,58,53.3,,45.5,60.9,51.5,,44.6,58.4,337000,302000,372000
adults,Family wellbeing - high (7 or 8 out of 10),2021,55-64,55.3,,51.1,59.4,55.9,,49.6,62.1,54.7,,48.9,60.5,339000,315000,364000
adults,Family wellbeing - high (7 or 8 out of 10),2021,65-74,45.9,,41.7,50.1,45.4,,38.6,52.2,46.4,,39.2,53.6,215000,195000,235000
adults,Family wellbeing - high (7 or 8 out of 10),2021,75+,45.9,,40,51.8,48.5,,39.3,57.9,43.7,,35.8,51.9,158000,138000,178000
adults,Family wellbeing - high (7 or 8 out of 10),2021,Māori,48.3,,42.8,53.8,50.4,,41.5,59.2,46.3,,40.2,52.5,292000,260000,323000
adults,Family wellbeing - high (7 or 8 out of 10),2021,Pacific,42.1,,32.9,51.7,46.3,,33.4,59.5,38.6,,26.7,51.5,114000,90000,138000
adults,Family wellbeing - high (7 or 8 out of 10),2021,Asian,44.4,,38,51,42.9,,35,51,46.1,,38.5,53.9,277000,237000,316000
adults,Family wellbeing - high (7 or 8 out of 10),2021,European/Other,52.4,,50,54.7,53.4,,49.8,57,51.4,,48,54.7,1622000,1550000,1694000
adults,Family wellbeing - high (7 or 8 out of 10),2021,Quintile 1,50.4,,44.7,56.1,51.7,,43.3,60,48.9,,39.7,58.1,410000,365000,454000
adults,Family wellbeing - high (7 or 8 out of 10),2021,Quintile 2,53.7,,48.6,58.8,52.1,,45.4,58.8,55.3,,49.4,61,454000,407000,501000
adults,Family wellbeing - high (7 or 8 out of 10),2021,Quintile 3,46.7,,41.3,52.2,48.9,,41.7,56.2,44.8,,38.7,51,385000,336000,434000
adults,Family wellbeing - high (7 or 8 out of 10),2021,Quintile 4,50.9,,47.2,54.6,52.2,,47,57.3,49.8,,44.9,54.7,421000,390000,452000
adults,Family wellbeing - high (7 or 8 out of 10),2021,Quintile 5,48.3,,44.3,52.3,49,,42.3,55.7,47.6,,42.8,52.5,384000,350000,418000
adults,Family wellbeing - high (7 or 8 out of 10),2021,Non-disabled,50.4,,48.2,52.7,50.4,,47.3,53.6,50.4,,47.3,53.5,1889000,1804000,1975000
adults,Family wellbeing - high (7 or 8 out of 10),2021,Disabled,46.5,,40.7,52.3,56.6,,48.4,64.6,37.7,,29.7,46.1,162000,135000,189000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,Total,13.4,,11.7,15.1,12.7,,10.6,15.2,14,,12.1,16.1,549000,481000,616000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,15-24,13,,8.6,18.7,12.1,,6.7,19.8,14,,7.9,22.2,83000,53000,113000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,25-34,16,,12.3,20.2,16.5,,10.8,23.7,15.4,,11.1,20.5,118000,91000,146000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,35-44,10.8,,8,14.2,10.5,,6,16.7,11,,7.6,15.4,71000,51000,90000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,45-54,13.5,,10.4,17,11,,6.5,17.1,15.8,,11.3,21.2,87000,66000,107000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,55-64,13.8,,11.3,16.6,13.9,,10.4,18.2,13.6,,9.9,18,84000,69000,100000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,65-74,15.6,,11.8,20,15.5,,10.6,21.6,15.6,,10.7,21.7,73000,55000,91000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,75+,9.4,,6.4,13.2,6.6,e,3.2,11.7,11.6,,7.5,17,32000,21000,44000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,Māori,17.1,,13.7,21,14.3,,9.1,20.9,19.8,,15.4,24.8,103000,82000,125000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,Pacific,10.6,,7,15.2,5.9,e,2.1,12.8,14.5,,8.7,22.2,29000,18000,39000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,Asian,12.8,,8.5,18.3,11.3,,6.3,18.3,14.4,,9.2,21.1,80000,51000,109000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,European/Other,13.2,,11.5,15.1,13.4,,11,16.1,13,,11.1,15.1,410000,355000,465000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,Quintile 1,12.3,,7.9,18.1,12.2,,7,19.4,12.4,,7.7,18.7,100000,61000,139000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,Quintile 2,11,,8.4,14,10.2,,6.4,15.2,11.8,,8,16.6,93000,71000,115000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,Quintile 3,13.5,,10.5,17.1,13.1,,8.5,18.9,14,,10.7,17.8,112000,85000,138000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,Quintile 4,14,,11.6,16.6,14.1,,10.3,18.6,13.9,,10.9,17.3,116000,96000,135000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,Quintile 5,16.1,,14,18.5,14.5,,11.3,18.2,17.6,,14.5,21.2,128000,110000,146000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,Non-disabled,12.5,,11,14.2,12.2,,9.9,14.7,12.9,,11.1,14.8,469000,410000,528000
adults,Family wellbeing - medium (5 or 6 out of 10),2021,Disabled,22.5,,16.7,29.1,19.7,,12.7,28.4,24.9,,17.9,33,78000,54000,103000
adults,Family wellbeing - low (0 to 4 out of 10),2021,Total,3.5,,2.7,4.4,3.1,,2.1,4.4,3.8,,2.6,5.3,142000,109000,175000
adults,Family wellbeing - low (0 to 4 out of 10),2021,15-24,3.9,e,1.7,7.4,2.6,e,0.4,8,5.2,e,1.9,11.3,25000,8000,41000
adults,Family wellbeing - low (0 to 4 out of 10),2021,25-34,4.2,,2.5,6.6,3.6,e,1.4,7.3,4.8,e,2.2,9.1,31000,17000,45000
adults,Family wellbeing - low (0 to 4 out of 10),2021,35-44,2.7,,1.4,4.8,2.7,e,0.9,6.1,2.8,e,1,5.9,18000,8000,28000
adults,Family wellbeing - low (0 to 4 out of 10),2021,45-54,3.9,,2.1,6.5,4.5,e,1.8,9.1,3.3,e,1.3,6.7,25000,12000,38000
adults,Family wellbeing - low (0 to 4 out of 10),2021,55-64,4.3,,2.7,6.6,3.6,e,1.4,7.5,5,,2.9,8.1,27000,16000,38000
adults,Family wellbeing - low (0 to 4 out of 10),2021,65-74,2.2,e,1,4,0.9,e,0.2,2.7,3.3,e,1.3,6.9,10000,4000,17000
adults,Family wellbeing - low (0 to 4 out of 10),2021,75+,1.9,e,0.9,3.6,3.2,e,1.2,6.9,0.9,e,0.2,2.6,7000,2000,11000
adults,Family wellbeing - low (0 to 4 out of 10),2021,Māori,3.5,,1.9,6.1,3.9,e,1.2,9,3.2,e,1.5,6.1,21000,10000,33000
adults,Family wellbeing - low (0 to 4 out of 10),2021,Pacific,3.4,e,0.9,8.7,1.6,e,0.1,7.5,5,e,0.9,14.5,9000,0,18000
adults,Family wellbeing - low (0 to 4 out of 10),2021,Asian,1.2,e,0.4,2.6,1.3,e,0.2,4,1.1,e,0.2,3.2,7000,1000,13000
adults,Family wellbeing - low (0 to 4 out of 10),2021,European/Other,4.1,,3.1,5.3,3.7,,2.4,5.4,4.5,,3,6.4,126000,94000,159000
adults,Family wellbeing - low (0 to 4 out of 10),2021,Quintile 1,2.9,e,0.9,6.7,1.1,e,0.2,3.6,5,e,1.1,13.8,23000,3000,44000
adults,Family wellbeing - low (0 to 4 out of 10),2021,Quintile 2,3.1,,1.6,5.3,3.2,e,1.2,6.9,3,,1.6,5.2,26000,12000,40000
adults,Family wellbeing - low (0 to 4 out of 10),2021,Quintile 3,3.5,,1.9,5.7,5,e,2.2,9.5,2.1,e,0.8,4.6,29000,14000,43000
adults,Family wellbeing - low (0 to 4 out of 10),2021,Quintile 4,3.4,,2.1,5.4,2.9,e,1.3,5.6,3.9,e,1.8,7.2,28000,16000,41000
adults,Family wellbeing - low (0 to 4 out of 10),2021,Quintile 5,4.4,,3.1,6.1,3.5,,1.8,6,5.3,,3.2,8.2,35000,23000,47000
adults,Family wellbeing - low (0 to 4 out of 10),2021,Non-disabled,3.1,,2.4,4,3,,2,4.4,3.2,,2.2,4.5,117000,87000,147000
adults,Family wellbeing - low (0 to 4 out of 10),2021,Disabled,7.2,,4.3,11.2,3.6,e,1.4,7.6,10.3,,5.3,17.5,25000,14000,36000
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,Total,7.8,,7.7,7.9,7.9,,7.8,8,7.8,,7.7,7.9,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,15-24,7.8,,7.6,8,8,,7.7,8.3,7.6,,7.3,7.9,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,25-34,7.7,,7.6,7.8,7.7,,7.4,7.9,7.7,,7.5,8,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,35-44,7.9,,7.8,8,7.9,,7.7,8.1,7.9,,7.7,8.1,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,45-54,7.7,,7.6,7.9,7.8,,7.6,8.1,7.6,,7.4,7.9,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,55-64,7.6,,7.5,7.8,7.6,,7.4,7.9,7.6,,7.4,7.8,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,65-74,7.9,,7.7,8,8,,7.8,8.2,7.8,,7.6,8,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,75+,8.2,,8,8.3,8.1,,7.9,8.4,8.2,,8,8.4,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,Māori,7.7,,7.6,7.8,7.8,,7.5,8,7.7,,7.5,7.8,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,Pacific,8.2,,7.8,8.5,8.4,,8.1,8.7,8,,7.5,8.5,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,Asian,8.1,,7.9,8.3,8.2,,8,8.4,8,,7.8,8.2,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,European/Other,7.7,,7.6,7.8,7.7,,7.6,7.9,7.7,,7.6,7.8,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,Quintile 1,7.9,,7.7,8.1,8,,7.7,8.3,7.7,,7.4,8.1,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,Quintile 2,7.8,,7.7,8,7.9,,7.7,8.1,7.8,,7.6,8,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,Quintile 3,7.9,,7.7,8,7.8,,7.5,8,7.9,,7.8,8.1,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,Quintile 4,7.8,,7.7,7.9,7.8,,7.6,8,7.8,,7.6,8,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,Quintile 5,7.7,,7.5,7.8,7.8,,7.6,8,7.6,,7.3,7.8,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,Non-disabled,7.9,,7.8,7.9,7.9,,7.8,8,7.8,,7.7,7.9,NA,NA,NA
adults,Family wellbeing - mean rating (scale from 0 to 10),2021,Disabled,7.3,,7,7.5,7.4,,7.2,7.7,7.1,,6.7,7.5,NA,NA,NA
adults,Life satisfaction - high or very high (7 or more out of 10),2021,Total,83.6,,82.2,85,85.8,,83.9,87.6,81.5,,79.3,83.6,3475000,3419000,3531000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,15-24,79.6,,74.7,83.9,84.5,,77,90.3,74.5,,65.9,81.9,510000,482000,539000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,25-34,84,,80.3,87.3,83.1,,77,88.1,85,,80.2,89,627000,602000,652000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,35-44,85.1,,81.3,88.4,88,,82.9,92.1,82.2,,76.6,86.9,562000,539000,584000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,45-54,82.3,,78.5,85.7,83.6,,77.3,88.7,81.1,,75.5,85.9,535000,513000,558000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,55-64,81.5,,78.3,84.4,85.1,,80.4,89.1,78,,72.4,82.9,508000,489000,526000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,65-74,89.9,,86.5,92.7,92.7,,89.5,95.2,87.2,,81.5,91.7,428000,414000,442000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,75+,85.1,,80.6,88.9,86,,77.5,92.2,84.4,,79.4,88.6,306000,291000,320000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,Māori,77.4,,73.2,81.2,80.5,,74.3,85.7,74.4,,68.5,79.7,471000,448000,495000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,Pacific,81.8,,74.1,88,90,,81.6,95.4,75,,63,84.7,222000,204000,240000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,Asian,85.8,,82,89.1,85.2,,79.4,89.9,86.4,,80.7,91,537000,515000,560000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,European/Other,83.7,,82.1,85.2,85.8,,83.5,87.9,81.6,,79.1,83.9,2632000,2575000,2690000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,Quintile 1,88.6,,84.7,91.8,94.9,,92.2,96.9,81,,72.5,87.8,722000,690000,755000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,Quintile 2,84.5,,81.4,87.2,86.5,,80.3,91.3,82.5,,77.5,86.8,717000,684000,751000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,Quintile 3,83.9,,80.1,87.3,82.1,,75.3,87.6,85.6,,80.3,89.9,701000,672000,730000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,Quintile 4,82.1,,79.1,84.9,83.4,,79.3,87,81,,77,84.6,691000,660000,721000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,Quintile 5,79,,75.2,82.6,80.9,,76.2,85.1,77.3,,71.9,82,643000,602000,685000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,Non-disabled,85.3,,83.9,86.5,87.2,,85.2,88.9,83.4,,81.3,85.4,3227000,3159000,3296000
adults,Life satisfaction - high or very high (7 or more out of 10),2021,Disabled,66,,59.9,71.7,70.1,,60.9,78.2,62.5,,54.5,70,237000,203000,271000
adults,Life satisfaction - very high,2021,Total,31.9,,30,33.8,33.7,,30.8,36.6,30.2,,27.7,32.7,1325000,1248000,1402000
adults,Life satisfaction - very high,2021,15-24,29,,23.6,35,32,,23.7,41.3,25.8,,18.6,34.1,186000,151000,221000
adults,Life satisfaction - very high,2021,25-34,28,,24.2,32.1,26.6,,20.4,33.7,29.4,,24.3,34.9,209000,180000,237000
adults,Life satisfaction - very high,2021,35-44,29.5,,25.8,33.4,32.5,,25.3,40.3,26.5,,21.2,32.4,195000,170000,219000
adults,Life satisfaction - very high,2021,45-54,28.4,,23.9,33.2,29.2,,22.9,36.3,27.6,,21.8,34,185000,155000,214000
adults,Life satisfaction - very high,2021,55-64,30.5,,26.3,34.9,33.5,,26.8,40.8,27.7,,22.8,33,190000,164000,216000
adults,Life satisfaction - very high,2021,65-74,44.4,,40,48.8,47.1,,40.5,53.9,41.8,,35.7,48,211000,191000,231000
adults,Life satisfaction - very high,2021,75+,41.7,,36,47.4,45.6,,37.6,53.7,38.5,,28.7,49,150000,130000,169000
adults,Life satisfaction - very high,2021,Māori,30.1,,25.8,34.6,31.8,,25,39.3,28.4,,22.6,34.7,183000,157000,209000
adults,Life satisfaction - very high,2021,Pacific,37.5,,27.8,48.1,40.5,,27.3,54.7,35.1,,23.9,47.7,102000,76000,128000
adults,Life satisfaction - very high,2021,Asian,31.4,,26.7,36.5,33.1,,26,40.8,29.7,,23.7,36.2,197000,168000,226000
adults,Life satisfaction - very high,2021,European/Other,31.4,,29.3,33.6,32.9,,29.7,36.3,30,,27,33,988000,922000,1055000
adults,Life satisfaction - very high,2021,Quintile 1,34.2,,28.6,40.1,37.3,,30.2,44.7,30.5,,23,38.8,279000,232000,325000
adults,Life satisfaction - very high,2021,Quintile 2,31.9,,27.8,36.3,34.4,,27.4,42,29.6,,24.4,35.1,271000,235000,307000
adults,Life satisfaction - very high,2021,Quintile 3,32.9,,29.4,36.5,32.3,,25.4,39.9,33.4,,29,38.1,275000,248000,302000
adults,Life satisfaction - very high,2021,Quintile 4,32,,28.7,35.4,33.2,,28.6,38.1,30.9,,26.6,35.4,269000,240000,298000
adults,Life satisfaction - very high,2021,Quintile 5,28.4,,24,33,30.5,,24.5,37.1,26.3,,21.9,31.1,231000,198000,264000
adults,Life satisfaction - very high,2021,Non-disabled,33.1,,31.1,35.1,35.2,,32.3,38.2,31,,28.5,33.7,1253000,1176000,1329000
adults,Life satisfaction - very high,2021,Disabled,19,,14.8,23.7,16.1,,10.7,22.8,21.4,,15.4,28.6,68000,52000,84000
adults,Life satisfaction - high,2021,Total,51.7,,49.7,53.8,52.1,,49.2,55.1,51.4,,48.9,53.9,2150000,2068000,2233000
adults,Life satisfaction - high,2021,15-24,50.6,,44.5,56.7,52.4,,43.9,60.9,48.7,,40.3,57.1,324000,286000,362000
adults,Life satisfaction - high,2021,25-34,56,,50.6,61.4,56.5,,47.8,64.8,55.6,,49.4,61.6,418000,379000,457000
adults,Life satisfaction - high,2021,35-44,55.6,,51.8,59.4,55.6,,48.7,62.3,55.7,,50,61.2,367000,343000,391000
adults,Life satisfaction - high,2021,45-54,53.9,,48.7,59.1,54.4,,46.7,61.8,53.5,,46.3,60.6,351000,318000,383000
adults,Life satisfaction - high,2021,55-64,51,,46.3,55.6,51.6,,44.2,59,50.3,,44.8,55.8,318000,289000,346000
adults,Life satisfaction - high,2021,65-74,45.5,,40.9,50.2,45.6,,39.1,52.2,45.4,,38.9,52.1,217000,195000,238000
adults,Life satisfaction - high,2021,75+,43.5,,36.9,50.2,40.4,,34.3,46.7,45.9,,35.6,56.6,156000,133000,179000
adults,Life satisfaction - high,2021,Māori,47.3,,42.4,52.2,48.6,,41.4,55.9,46,,40.1,52,288000,259000,317000
adults,Life satisfaction - high,2021,Pacific,44.2,,36.3,52.4,49.5,,36.6,62.4,39.8,,30.1,50.2,120000,99000,142000
adults,Life satisfaction - high,2021,Asian,54.4,,49.1,59.5,52.1,,44.1,60,56.8,,50.1,63.3,341000,308000,373000
adults,Life satisfaction - high,2021,European/Other,52.3,,50.1,54.5,52.9,,49.6,56.2,51.6,,48.6,54.6,1644000,1574000,1715000
adults,Life satisfaction - high,2021,Quintile 1,54.4,,49.5,59.3,57.7,,50.2,64.9,50.6,,42.4,58.7,444000,405000,483000
adults,Life satisfaction - high,2021,Quintile 2,52.5,,47.9,57.1,52.1,,45.9,58.2,53,,47.6,58.3,446000,405000,487000
adults,Life satisfaction - high,2021,Quintile 3,51,,47.7,54.3,49.7,,42.5,57,52.1,,47.1,57.1,426000,396000,456000
adults,Life satisfaction - high,2021,Quintile 4,50.2,,46.2,54.1,50.2,,45.1,55.3,50.1,,45,55.2,422000,388000,455000
adults,Life satisfaction - high,2021,Quintile 5,50.7,,44.7,56.6,50.4,,42.9,57.9,50.9,,44.5,57.3,413000,358000,467000
adults,Life satisfaction - high,2021,Non-disabled,52.2,,50.1,54.3,52,,48.9,55.1,52.4,,49.8,55,1975000,1894000,2056000
adults,Life satisfaction - high,2021,Disabled,47,,41.4,52.7,54,,44.3,63.4,41.1,,33.8,48.7,169000,140000,198000
adults,Life satisfaction - moderate,2021,Total,12.6,,11.4,13.9,11.3,,9.6,13.1,13.9,,12.3,15.7,525000,475000,576000
adults,Life satisfaction - moderate,2021,15-24,15.4,,11.4,20,14.2,,8.6,21.4,16.6,,11.1,23.6,98000,72000,125000
adults,Life satisfaction - moderate,2021,25-34,13,,9.9,16.7,14.8,,9.9,21,11.2,,7.7,15.6,97000,73000,121000
adults,Life satisfaction - moderate,2021,35-44,12.7,,9.6,16.3,9.8,,6,14.8,15.5,,10.9,21.1,84000,63000,105000
adults,Life satisfaction - moderate,2021,45-54,12.4,,9.6,15.6,11.3,,7.3,16.5,13.5,,9.9,17.8,81000,62000,99000
adults,Life satisfaction - moderate,2021,55-64,13.7,,11.3,16.4,9.6,,6.3,13.8,17.6,,13.5,22.5,86000,70000,101000
adults,Life satisfaction - moderate,2021,65-74,7.8,,5.5,10.8,5.5,,3.4,8.5,10,,6.3,15,37000,25000,49000
adults,Life satisfaction - moderate,2021,75+,11.8,,8.1,16.4,11.7,,5.7,20.6,11.9,,7.9,16.9,42000,28000,56000
adults,Life satisfaction - moderate,2021,Māori,18.3,,14.5,22.6,15.8,,10.8,21.9,20.6,,15.6,26.4,111000,87000,135000
adults,Life satisfaction - moderate,2021,Pacific,13,,8.2,19.3,7.9,e,3.1,16.1,17.2,,10.3,26.3,35000,21000,50000
adults,Life satisfaction - moderate,2021,Asian,12.1,,8.9,15.9,12.9,,8.3,18.9,11.2,,7.2,16.3,76000,55000,96000
adults,Life satisfaction - moderate,2021,European/Other,12.1,,10.7,13.5,10.9,,8.9,13.1,13.2,,11.3,15.3,379000,337000,422000
adults,Life satisfaction - moderate,2021,Quintile 1,8.5,,6,11.5,3.9,,2,6.8,13.9,,9.2,19.9,69000,48000,90000
adults,Life satisfaction - moderate,2021,Quintile 2,11.8,,9.4,14.6,10.8,,6.2,16.9,12.8,,9.9,16.1,100000,78000,122000
adults,Life satisfaction - moderate,2021,Quintile 3,12.5,,9.3,16.3,14.1,,9.2,20.2,11.1,,7.2,16,104000,75000,134000
adults,Life satisfaction - moderate,2021,Quintile 4,14,,11.6,16.8,13.8,,10.3,18,14.2,,10.9,18.1,118000,96000,140000
adults,Life satisfaction - moderate,2021,Quintile 5,16.5,,13.7,19.5,14.9,,11.4,19.1,17.9,,14,22.3,134000,112000,156000
adults,Life satisfaction - moderate,2021,Non-disabled,11.6,,10.5,12.7,10.4,,8.8,12.2,12.7,,11.1,14.4,437000,396000,479000
adults,Life satisfaction - moderate,2021,Disabled,24.5,,19.3,30.2,21.7,,14.6,30.3,26.8,,20.1,34.5,88000,64000,112000
adults,Life satisfaction - low,2021,Total,3.7,,3,4.6,2.9,,2.1,3.9,4.5,,3.4,6,155000,122000,188000
